5727289	4807515	47497893	88896226	90095488
7616831	5906621	97572518	98588368	65859504
40733398	23425681	1227108	69837204	35259230
10813339	55106039	73144510	78919310	79339193
73006739	90879055	15884510	59903490	97480242
7120022	15775761	92205486	23150799	2491634
69377975	31241327	9186251	51544852	31451886
20927761	73208755	14872272	62804659	14839201
92393869	65051899	83694645	50343273	6096159
90159893	83525889	63029608	20442094	76147227
24737383	1605731	45022373	13792481	30838297
87146632	24220831	8678927	74377316	10614630
58911810	55241936	1861427	21242940	36694646
82685548	85213322	57098085	22931074	22448451
52294071	73987969	81599977	25665473	39890183
70694427	7506228	49814682	30924343	23747851
23961985	34494238	87286995	73531407	78809132
80466984	71424290	15820336	52070304	33744264
14368454	33463733	86805008	95103388	43670730
58179337	7870402	54264412	20209435	25099623
80971201	59737192	95502287	73940024	94924906
25449662	20046677	51580779	75437282	93128082
18369554	4844956	55878906	45084965	95470857
41629731	94688043	73612862	27553326	5024142
79627106	16480260	71288613	70739782	65514970
75679141	94786172	34070475	21785614	44875157
98490109	14787550	67730870	66565767	17991127
72770915	70713103	62880598	25621401	40905930
94733606	16029008	60661600	29511786	19220461
36163505	51176132	25160869	2803089	85524182
74165820	42755757	7297431	47126816	40866581
45600097	95393847	18196188	22659682	68768667
47965144	54229636	60442621	3671001	42881869
63150552	2077399	86640938	38261260	46417900
17496097	41446960	72952912	22193747	37776099
64148104	52195185	52083289	72883487	46470443
7309163	41132667	23301961	72709983	57713246
61592379	7507935	26655096	9736573	78982010
73291569	26515080	18145688	65634276	76583820
84265596	43295748	76522439	59666251	54150313
34641206	85269631	9468730	26468195	98036775
58008891	39072517	861605	26589954	80568077
14599178	92518747	57689472	50375268	52902210
62114642	71507462	22597442	97439822	28205460
20104535	320503	74471807	42870405	15960838
43254280	93115735	84883362	60065932	91407124
56955147	31769216	57978918	38035187	3203950
82136679	51012735	81020280	13003689	54023357
65579706	16032554	86424393	35567071	3563972
97275021	89095914	97847712	36816137	76188044
73579498	51019380	83200979	59534760	18253988
24698737	76670393	88840358	29382251	41148065
39344568	91203986	20803851	90080642	18014452
88116356	32664685	82128863	78635539	79079649
69553145	2179284	8145539	38492764	12090091
87523289	12338027	95483375	61335664	65438140
71757865	52457898	10645534	28856317	32196809
71950430	97288822	27113580	55882243	19416228
58729400	76510530	83510938	15418375	69175303
81379738	1029736	84731808	18502650	18323322
2026845	71661792	66507087	11246146	16528412
33923868	45556414	2431849	93334841	65718453
10282310	21850414	912940	353967	88605648
86465571	6796155	76993004	24784237	51950860
13805601	78152213	81648530	79568549	44260165
25766714	73399230	39470288	58143376	73736189
80799410	4865947	49683798	6910614	41280669
80639849	18054281	9911996	83896481	41888414
43257904	14302100	74716513	82040468	81424362
28733629	9472056	22129174	77502932	67179440
89347273	76605557	84929248	85934060	23275793
40579448	5715610	90074813	67734516	88144804
88261936	74042490	39970464	79296403	23980066
42748338	93531216	22713719	78716470	12341819
68352747	66545347	97828068	6077789	70868051
93475905	85616531	41910328	32393392	59309464
21471705	16214779	73219739	90132758	24940829
56756159	78761664	31389254	87812703	45638053
62669555	21937426	85321861	1006212	37911434
22202998	4227455	40252645	38033713	3718941
60106094	22803947	85087524	81573193	23833261
29312068	72932187	56074386	78698848	53696303
54039909	64540278	6946535	95344478	68461401
36269918	52487327	77239758	6733517	84876930
38784706	584523	59065490	3691406	19940290
92020618	38773100	18518270	235064	53724789
62294427	78635895	76778149	17155377	874080
95731157	82298099	19963314	94435158	51224687
18859096	99022961	12273462	3333922	48462647
25708397	64410272	51256211	38475194	19362107
10905454	98200218	76943162	89597837	64778498
92962733	50870068	76982513	73162856	45246175
6013146	17965649	83456125	36121072	33550616
91155626	61501421	7151498	57543283	59611742
81294772	33015884	47929570	28501956	14232652
10429984	84255783	12862382	85404474	94747697
28560216	26860553	37066785	17082715	48859960
98542737	85804801	64518161	88868341	50563874
26207668	2226531	50390644	45353728	22086369
77771981	85775691	86041581	46254098	537403
75202315	63906708	18355681	17816637	4746379
44288840	25141444	58851778	12845961	85650080
25842261	88917651	15020494	10226047	76382818
65500077	33067445	97985137	69110946	70028404
23703491	37617104	20486777	22641277	77878763
83760718	7859674	29474371	94570841	55905317
10796102	28873576	95858783	52555665	2500163
74105942	80930095	12290911	11603163	97835256
74495789	16056002	40005067	37954429	14409120
54637745	27258282	15411470	43492754	7517663
39768577	72390908	51279338	32911331	79888864
35922697	92766380	20528747	70354881	83982143
82176626	40938576	54068524	97342683	58562159
18116768	42215478	93098480	59950708	16042867
19738023	11357065	41954506	87434289	70793282
29567450	5444088	88054030	40410868	76383972
4701317	62890946	41015921	83309503	16414998
60558267	62530904	15448935	72357458	63255089
96276773	14503415	51750369	350339	50701058
48960824	24901522	81814804	51415455	22780106
81081109	21315036	88899467	54048929	26324596
71186231	54740065	28258329	34995648	75970808
2970297	8330922	89881330	86168292	38720458
88516683	24645640	61387370	58448235	1421275
24604906	35922235	92139211	13461902	41136196
34323776	98854862	66753352	12151761	62190700
35439277	73103907	75272279	57682004	56896337
28392829	15376043	7046542	8255830	17809247
97996926	31758448	68098447	74095160	62896960
76087617	72549140	74318757	25757063	89033498
45754078	85815978	24517493	73885190	51045680
5769151	68816949	55577935	78471188	3091147
31242877	3287847	28987171	96053554	81241972
8897333	18349113	60058429	77770665	26788069
59223645	64644183	61175085	47718164	46045110
99817072	15532180	39219501	23351215	51110756
37320310	16226667	59988242	33124650	69482789
84158439	26975459	59735979	10556584	58160174
87633509	85897366	11881321	32152991	46208786
8147616	72170395	29778860	4122486	30700644
65971045	39334985	92415277	13456224	94807675
24913912	59556228	78948866	60682636	75570205
83392710	89726248	99830016	13134432	96121098
15053717	92349221	59342032	44943326	27731673
93800679	31778333	77327490	80156845	17057431
95829110	95312771	30949177	13857595	2985487
50664171	95058750	23190126	40013919	27587489
61940128	26416147	27989459	23742715	75248764
60700547	64683275	7970376	65539623	34874770
90218613	10007714	19873426	70977470	70489241
69273626	54561863	32777475	59562008	15414444
75649490	1668883	60297432	11302502	1865091
11785964	13597059	92840264	98768579	64734951
37365781	6311846	67579458	63908838	91913206
77747583	48500855	24891824	53898028	67209294
86440351	21219592	33763421	97627850	88394253
5492182	43527385	44877195	5671766	24037790
84805548	22692503	8975825	36126868	31719537
14319476	44534337	44132517	26136664	76983522
26101919	73737627	694477	12182582	77976607
16063032	55119412	2643577	90930141	88603804
14082791	19273339	6661497	61613756	97332001
53321073	68757265	52912192	23597059	36223441
41223099	8762049	8453680	68011176	67830738
53147922	59909703	21546586	51073263	39963349
60490198	1399393	62762784	66456089	95917851
77802750	7113203	44741149	22597809	17498620
89044506	10332817	75218126	90922339	20665853
94450812	65905787	52161407	55917549	40072732
40242759	87614214	642585	53725951	54427847
53458851	64928260	47684113	85559867	26659547
91395648	53891937	39965742	8810767	19116459
30325478	69053478	86305943	94189131	7627047
84035576	37274114	85456200	15307289	60143053
19383177	96704061	99333387	53624254	26865756
13227476	36461384	39624573	96837211	27397128
11181964	61471769	62140397	52457434	18626737
18400508	58821178	59519626	4120641	169931
88139502	76560751	60358955	42406966	44422835
30512200	30479664	59697102	86439746	11949772
84840401	35617363	72155586	62370287	94788424
21461730	13842339	98620035	47700698	31110487
26536639	45880815	51956697	57789851	31091533
68573522	23490433	69573387	2120546	12357825
95855302	20081860	14106558	59250775	54983654
32664935	53604591	68797331	96192004	42676845
30360656	6132954	84484924	73551557	96961157
59292002	34289176	40187620	48326794	80411923
32786021	70263153	15158700	68417794	76136810
44103597	70225932	54662930	8878941	1661300
87947973	55957729	2276731	7494434	68188793
9397443	83052680	7970144	81867564	83592858
86940555	92110087	1487111	94203477	2244051
72071438	9312116	33534682	26091681	56855125
32573000	65044970	35701086	64643050	93133275
68438914	37584085	85080873	85006882	14966226
37449516	76683828	61964215	19877863	82475036
56378922	32717846	16052523	11029995	10377748
4982944	62782793	90326002	16158432	65063953
70842245	61789854	89030242	15925339	1307526
34659087	58492130	31089160	12040081	37331108
27966882	68312554	62566032	26326788	73682867
97793991	81928501	97841884	18600846	48053805
2607981	62723119	93867672	43337730	94099031
70384460	16080445	50913388	55903664	12050894
78984132	57892404	49188751	27008192	27332984
82757865	16110422	78634	69219334	44378257
30482311	72862958	45765657	65532813	83617181
52028198	60427281	80843750	8959414	66638434
62343663	91378505	64771931	57071052	33113571
71799029	54128543	99779433	45268486	10459145
54482100	96522169	83593184	93278914	75647730
39869421	37413127	65154247	83416398	51126696
72810622	87708190	68294797	92318946	55962686
6196455	46697729	52445559	86721469	34467991
3261019	60062063	31793282	16793977	3944957
97751848	99102557	94474593	16020009	583550
91028288	32149807	46382220	44204703	5625173
16369112	49620978	75640943	1302567	87317834
38952290	44646823	50062952	20423898	99986449
41394305	27276346	97703583	87093790	49408891
15828487	46721555	74610716	81518607	16046957
49806868	55055983	86757014	79106587	41692222
30336345	86586817	57596474	44202474	98150384
69810219	55420807	54221409	18524714	20425078
96665444	12335567	35881271	22964112	26314263
71846158	98855882	85249209	7441808	8923001
41414512	59629553	41734198	4349515	48999590
49563685	52900934	71386214	85326395	88710931
10127494	10539863	35980529	43063629	16990163
97031914	93599074	54399564	91474770	88994459
7274333	40304590	99619857	95800475	13635524
48426839	29610028	4196985	40268998	65539808
98442542	33655614	60115106	92760016	74630261
79090471	47411183	81911000	54539641	51424421
54151554	53325465	93271861	59789903	86989069
30260722	51443185	59234314	64790624	48156435
72705336	38194629	80747903	39093529	86031381
89916304	86967961	98976436	85637978	78248735
12503410	78840106	69313254	1180899	69025800
53216172	37408924	73977920	95931590	90116767
57727368	4843441	40724044	35591446	80130104
81035028	15892510	91618855	98551920	94204659
2185322	85743308	41635194	73888235	77950608
91561786	31836110	72495488	34334513	17500386
3646733	76400998	23523810	54820016	32218976
4868950	43009491	49024477	22217092	27955714
39275549	14514480	56902611	69261077	46118472
1960037	3755261	64891636	21896446	4827665
5282449	35908182	66190885	24585767	7654287
95536398	70516353	16720620	35568229	30031524
38923773	70536015	95853221	55397375	86780405
11544517	15899871	8523365	73520858	72568638
61749266	9734692	93623296	53334675	25971924
63962414	73935149	62241885	88824265	38625675
74427203	68766612	62857212	14858798	44742544
72470462	83221555	44550579	99356606	10064866
86674224	53487141	77634516	69067482	70933349
40980777	63089210	84151679	32716977	28553523
63120205	13669649	22104646	27560911	70259551
94937335	96205829	13333438	37412405	4002839
90902624	36330897	6255467	55838032	93694129
86648502	27331132	45684206	70744488	61684727
27354769	13804734	21997730	16294105	91224259
26449799	93241856	37302203	80898421	56437626
71628292	18096903	63221737	7087808	71613065
707220	17676204	25341492	79349609	65169679
60087100	43623218	4854305	43834302	63307809
72220841	63804198	68652866	35804366	34028095
44010583	28372588	7037444	50673351	71680370
2099611	20697210	7319523	97226051	71369681
92738601	51148563	8962258	29561046	30078594
11597512	65731293	71919340	75105433	70136398
59501544	86119408	64414530	58667404	19605874
30861694	41388779	19724282	36484431	8259949
65215228	96886463	56615130	48680319	23810401
79042360	83326084	50021488	9688200	2027237
20447710	41453222	10392741	42379825	17615763
25800828	60494209	505858	67931525	71103270
4674177	40725850	27515709	62317828	24994476
31293131	91381170	21412206	56462816	60872349
71798303	56305198	65607839	62346958	94512054
60628061	75228224	95455800	42310276	34439138
45118500	9940153	44594326	18748121	34952282
29461496	60964602	38870805	83842050	3566395
55185934	15043118	24260540	75048585	5073272
59229091	68982051	62451329	12372930	81619970
96449218	25013543	6581168	10584746	60574867
88482428	22331534	31955115	55759441	33290732
84674696	60511401	78452634	54778187	66952676
91020225	85011093	34978000	8047532	47167800
2086467	74733427	31087525	33718269	11493850
77208084	32868662	29223437	25806731	26885458
71903228	55536908	94087882	34327676	18656806
8058010	1209045	68246124	51796114	95388958
92825420	69629434	88086116	78167888	88075515
3066453	44108026	93592167	34692465	24345576
46656315	73481112	44670728	19740196	35809156
35391718	16570900	6335767	17300464	71467641
53236567	7548903	32219202	70317132	24979232
74998568	2081344	38057273	73304330	29792680
1133176	45928040	70963595	83659067	59242311
19589085	80934969	99562531	33671092	38037779
95963069	1089082	50587286	29910267	7867310
75282681	56571098	57217458	65817701	46754716
27173737	86092073	13640978	13127451	48538579
74695984	48656123	63236247	33485309	72929639
62238299	73768374	50371311	71967370	86998542
31407474	45806875	23618285	14362421	4496056
69666669	38208660	82354403	16526184	97570526
10459953	2166012	42244527	78805440	32124700
68568140	69566454	68887495	64557833	24464980
81369861	1965585	88549589	3327183	68646988
18359331	74155135	96588922	32906244	45232382
88653718	71120253	25253199	11262979	56544541
18016326	66849152	42871887	55708536	83632548
98213032	25504019	12058321	61273033	90758905
69913469	75834789	76304543	19704305	82461374
10410539	22831115	20757835	77348849	88555958
7273444	12187480	43072977	88718183	94394339
35634048	81272285	8231904	13289622	62896254
27301429	24985146	1097502	82242035	4692080
93084968	89480597	25355525	65143847	22666634
33434741	92883587	64028124	44380493	2358583
88856427	53696745	58603900	71668583	33366119
70012318	67714664	42978616	17331456	16576125
36487842	63351310	11064920	83070297	83228915
20711608	45661529	44659085	52490065	32934522
5271032	47104012	71688437	67378825	92164081
15368180	46795364	71522125	77255200	50324760
33865277	49330886	84137808	39887735	6337729
40271319	71099059	16431237	76952975	16233189
70790291	24719648	57340279	15499850	66747055
71813714	52940941	68236863	94656412	61617267
59131446	31323655	20851501	72215095	90162838
72629379	12834007	44355910	42142657	86015583
39410782	89202995	33365526	7737773	68483979
40453255	85004081	6222200	4088688	2586697
21596881	27831764	65976906	33678303	14502034
625630	42814876	67123851	77146930	83243244
25007078	21417642	96736661	5768780	8198650
37801750	21364817	9561344	25399778	63647783
24910001	19215543	64314454	96313030	40119251
50799376	17747339	18927428	61617820	62558760
93111401	16382341	60317492	89761421	18287246
91143399	91073373	13731031	89440180	14796240
53269169	47374466	35930098	76952779	40907888
73462559	75864795	7365283	14249566	87021485
43974253	75665004	90248059	47224779	31133952
15027746	54001485	73659668	73794901	50925341
2986942	36488128	71127134	1109346	46534096
85394610	75372573	32021126	81105435	79781423
63022628	34528010	42208642	61009865	39841278
45627393	83078732	34644479	31543990	72466983
26682038	21538188	29345669	8475286	6221020
22514430	62244959	40414961	92032434	63056885
64398940	69655677	3732295	28250192	87318669
2206343	23464368	96033967	72174530	15224402
62149461	23835198	92537489	99278906	44180864
13467851	69773272	83917	5454868	53758827
87687682	50315225	15744780	11703426	78013939
4991608	3252812	56993554	1432414	50585269
21893355	21754885	74352136	87451236	15238560
91458652	40674861	70314071	1317054	92842977
58346010	63005023	49106846	18571514	28550286
50065933	78506425	19098538	3670886	16051447
8158133	96169501	79022392	14712802	72689928
45326670	7647544	29320966	59556227	39853927
57689771	34923257	44897792	23041596	85623326
71076739	8979800	13695950	74791848	66119439
95706316	93635562	37983570	80832607	64785491
89561802	55134130	87829596	50046579	9179904
15215689	79899004	30900620	98655556	57213098
79601836	9938885	1693814	18399106	14505838
47195698	34847023	53383192	56035517	66473795
12912614	67168238	5019528	27925385	16636890
83715316	44562626	74991762	42008307	67604827
87731246	51774896	16444209	63363703	75354034
63612185	5789389	7192957	42404549	79069736
4606120	61621767	67241840	88152334	88160893
74186690	1053241	68136710	67837018	76893753
35528952	81611629	14046324	47055950	95465737
48678265	15158735	8692679	7454760	5693948
19215930	40658814	35417479	18193010	60795015
77345566	71328430	22575932	49165542	65907014
93957041	37633235	130653	6753201	16221624
14027027	23029130	23987543	50107134	67111274
2652232	69090836	53497602	29651676	81510429
8186764	59482502	41547944	50872593	81199425
61677555	80659408	91152422	38203764	46954892
57707108	27858738	704512	18425723	83379548
97558580	42884883	53335012	88794949	83513866
67303504	60133729	27286166	50369335	99159935
8406955	72010620	89765342	29995484	85199699
89417390	72703887	71220555	17903587	77299902
96742032	93507274	38443723	33736737	89154716
85229088	38786372	12872679	77858257	51073950
46436010	11069806	57686016	48413870	82365640
98423290	42515388	18477342	80424013	26562765
11934669	87848276	59981792	83824985	84130501
29843555	15278591	60637197	83980265	35266960
89196268	55495267	6675752	58716762	45336372
61437971	55444200	28310343	65646956	54003958
94459565	43081011	8073729	61080759	97008248
42907638	74014835	5287785	85042800	35103584
66573372	95409162	9777032	6625686	79844971
75737119	88748951	52822170	69174231	90350584
84483069	9935310	36693815	73157902	89021806
72988638	98381618	33062306	61131598	86578642
51356708	45984318	23926951	79552684	94213305
19598134	72656299	87071078	59009920	85208534
29106368	85051768	22180564	21603136	81586254
55463180	80433691	82082055	14843019	95045815
32623823	86591482	79582881	63799313	22281670
17276871	70543911	31990294	29628834	53713745
30076547	20606955	15340158	47495209	79563529
99254775	62616350	67103462	63705788	86019815
45618851	57744200	8771173	25358168	89690961
3104715	83753024	71694235	71167433	12495170
55434266	30010360	75037744	94860747	64437906
83778408	14655871	81936036	30330354	12110481
82445823	89441130	81605825	63910179	48168340
34632788	59775586	6282757	90651512	55385272
98246205	31902071	59974864	52811555	45187525
58066512	46655925	52700031	24773461	65684952
52105448	12885375	93860362	83772430	89236657
40343064	77625199	18658387	21994526	19360812
33737893	17299724	94265550	29896305	74093042
71191291	41133752	38340649	69514563	53897693
92439873	33149468	62373047	60874131	96260895
58093293	98206660	46832207	34384177	9778263
64325092	51916331	82840600	14724922	47132315
93844862	37638369	10226475	58909768	39680836
23683149	98389488	50028359	50847754	90332305
38911739	14565256	33451053	29367742	20986951
22568653	10487990	4439912	76479171	31988847
48702384	58759822	21632235	51849980	19262275
25800884	70310910	55985921	14145565	47483157
29192011	88455337	45007094	62250118	41460533
38942507	82582733	21422185	19349039	45141873
61076654	61991988	64190373	48215165	25924754
3370101	37154944	83297477	95202195	15745739
71031012	10715663	6629044	83350680	67657059
49314468	67056511	27460105	93551093	47239072
50638145	420073	57669171	35814780	42699239
2938183	23342776	74580744	24704347	6405264
43644795	32352492	51598810	91161520	98268897
1848168	32295420	98385890	74649790	52970921
36368460	3760132	60847111	58291959	66084596
25632987	21194411	28925777	46326410	73670791
34884482	73732363	49176283	55451470	43221503
93616438	52193111	15079725	85673010	93102942
7062998	52209373	22663645	31227305	11738333
66546465	16219251	16751989	1519255	37355149
90830551	56800225	60579755	56555935	36010788
86252381	70757058	30018850	96377425	92487678
8699837	51513024	81550427	78320468	18611981
95868584	91676729	55341398	53869877	6715649
65847552	40141137	37726886	72950019	22473477
21586846	74319616	23260836	55329969	88460159
26494950	91927266	25349531	33359653	71896094
35861908	37850916	20263127	11008128	33397947
84470909	55205384	45968981	90390172	99367609
10164118	39704338	35605246	10759777	16216942
97621368	94542614	82361093	3669213	61407899
38667668	49828253	44512645	40825020	7055769
94736350	19555541	84776063	48784602	57538477
33079683	99936327	50756395	35679013	57605570
97371188	89952185	98647940	81048242	91351755
77009471	65642404	80288341	35020205	20009445
49890970	57563873	1873865	73708849	36600925
40256128	71328316	14808166	88679370	35187107
93063940	71819599	6088718	3281502	34901966
70664352	40774029	61844165	10980256	62002929
67651754	20978098	71706016	49106763	58964581
86472871	64281700	14021527	41913895	40714994
1688300	84922013	28237363	4303363	76803050
80153764	57303856	55066440	48994019	33921073
6171250	57038542	778539	90600863	94536503
12057452	21631109	3146086	25415568	59873077
36065713	50682077	10520915	18620923	3823728
34737693	85780267	91551571	66537923	60567657
14215109	45743254	53611782	44663298	89002411
22830877	20228708	30119171	79566372	64597588
80720531	94042601	83461478	62412650	1201763
60432097	10105202	20696035	23842016	35206176
50650176	14994186	3544928	73020791	57994283
54955275	22025818	64812	30112855	66204374
44444459	70307116	4437101	14709041	99940700
63607249	43121260	44667853	76081166	64286256
31310873	28410682	55303749	53350252	64027895
32573614	17183612	32315666	63319514	64204024
77676885	39797812	42149516	45255467	79691310
87828056	18474206	76418884	82516919	85838632
51082593	53330827	37915183	53297111	84762254
39912286	24184694	94840254	80842786	75766347
7849994	95744891	49151752	90748351	9348461
10654919	37936676	67073452	42009020	55165971
39252428	63415197	13585235	30936282	88535212
29792071	62338673	97917271	20994242	39970182
45988032	4842067	1653067	29750699	45767943
46718779	28761081	3973091	40843394	37958653
41679985	35571847	96502500	62771785	44667235
71511256	45078608	73533568	51137709	3414807
2275318	25017497	88965322	53207359	64947420
51519622	30033830	94912390	43121319	94947099
24442577	23866251	94400479	37094876	36710152
67549429	11889104	84551287	89387904	18549670
8371008	7869916	65577664	55379955	77401302
72842111	20334621	50745009	64124581	5400332
14104714	62313229	91344984	86171213	30698606
99420291	7332892	38543981	27759711	98407011
90286855	38109198	20459976	29541285	90402462
5909003	60025343	33254071	59271808	28753628
26902283	32630760	32256578	11135693	23383541
50384144	2761758	44939310	11707325	67511162
60115081	53395031	2483517	58196134	61085101
91748216	54181885	68417589	48403594	65056603
72653883	89741666	4790907	78532902	31824462
43070834	64623394	48697322	46831301	39180042
78382342	4387156	82210495	19027395	10246898
21437287	53913702	34792787	92365987	6374137
2575432	88999551	9189693	40995078	72360944
18366567	58177614	64061200	44517153	34616923
59426961	4042461	8059861	7214810	23150954
42513817	95743649	73446227	24326534	49947875
67738877	94081351	50988591	90172296	32551526
57079065	50663984	69510772	4721946	87510968
71053352	97227255	37810040	93349368	89459824
34018408	22719837	11315187	84458248	93715457
